sale_id,channel_order,discounted_order,total_amount,sale_date_order,customer_id,country,item_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted_item,item_total,sale_date_item,channel_item,channel_campaigns,product_name,category,brand,color,size,catalog_price,cost_price,gender
1237,E-commerce,0,400.86,2025-04-28,305,Germany,1397,202,5,41.88,41.88,0.0,0.00%,0,209.4,2025-04-28,E-commerce,Website Banner,Vintage High-Waist Tee,T-Shirts,Tiva,Green,XL,41.88,17.81,Female
1239,E-commerce,0,385.12,2025-05-28,253,France,1667,472,2,59.9,59.9,0.0,0.00%,0,119.8,2025-05-28,E-commerce,Website Banner,Tailored Satin Trousers,Pants,Tiva,White,XL,59.9,41.39,Female
1239,E-commerce,0,385.12,2025-05-28,253,France,1462,70,4,66.33,66.33,0.0,0.00%,0,265.32,2025-05-28,E-commerce,Website Banner,Modern Boxy Dress,Dresses,Tiva,White,L,66.33,46.17,Female
124,E-commerce,0,245.7,2025-04-19,99,Spain,242,387,1,38.06,38.06,0.0,0.00%,0,38.06,2025-04-19,E-commerce,Website Banner,Tailored High-Waist Set,Sleepwear,Tiva,Green,M,38.06,18.44,Female
124,E-commerce,0,245.7,2025-04-19,99,Spain,2330,117,2,56.06,56.06,0.0,0.00%,0,112.12,2025-04-19,E-commerce,Website Banner,Vintage Wrap Dress,Dresses,Tiva,Red,M,56.06,35.94,Female
124,E-commerce,0,245.7,2025-04-19,99,Spain,1708,418,3,31.84,31.84,0.0,0.00%,0,95.52,2025-04-19,E-commerce,Website Banner,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female
1243,E-commerce,0,138.93,2025-05-19,263,France,2884,90,3,31.67,31.67,0.0,0.00%,0,95.01,2025-05-19,E-commerce,Website Banner,Modern Silk Shoes,Shoes,Tiva,Blue,40,31.67,17.15,Female
1243,E-commerce,0,138.93,2025-05-19,263,France,2414,198,3,14.64,14.64,0.0,0.00%,0,43.92,2025-05-19,E-commerce,Website Banner,Polished Crew Dress,Dresses,Tiva,Blue,S,14.64,9.8,Female
1244,E-commerce,0,426.38,2025-05-31,816,Netherlands,413,150,2,50.04,50.04,0.0,0.00%,0,100.08,2025-05-31,E-commerce,Website Banner,Vintage Wrap Tee,T-Shirts,Tiva,Green,XS,50.04,24.2,Female
1244,E-commerce,0,426.38,2025-05-31,816,Netherlands,692,19,5,65.26,65.26,0.0,0.00%,0,326.3,2025-05-31,E-commerce,Website Banner,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,Female
1245,E-commerce,0,261.02,2025-05-17,348,Germany,1997,115,1,62.27,62.27,0.0,0.00%,0,62.27,2025-05-17,E-commerce,Website Banner,Modern High-Waist Set,Sleepwear,Tiva,Green,XL,62.27,36.74,Female
1245,E-commerce,0,261.02,2025-05-17,348,Germany,1426,143,5,39.75,39.75,0.0,0.00%,0,198.75,2025-05-17,E-commerce,Website Banner,Classic Satin Set,Sleepwear,Tiva,Green,S,39.75,21.83,Female
1247,E-commerce,0,540.15,2025-04-21,563,Netherlands,3072,433,5,60.12,60.12,0.0,0.00%,0,300.6,2025-04-21,E-commerce,Website Banner,Essential Boxy Trousers,Pants,Tiva,Red,XS,60.12,35.2,Female
1247,E-commerce,0,540.15,2025-04-21,563,Netherlands,2903,121,5,47.91,47.91,0.0,0.00%,0,239.55,2025-04-21,E-commerce,Website Banner,Classic Cotton Shoes,Shoes,Tiva,Black,35,47.91,30.77,Female
1248,App Mobile,0,190.53,2025-04-13,898,Italy,707,299,1,52.65,52.65,0.0,0.00%,0,52.65,2025-04-13,App Mobile,App Mobile,Essential Wrap Dress,Dresses,Tiva,Red,S,52.65,30.9,Female
1248,App Mobile,0,190.53,2025-04-13,898,Italy,1571,348,4,34.47,34.47,0.0,0.00%,0,137.88,2025-04-13,App Mobile,App Mobile,Essential Silk Set,Sleepwear,Tiva,Green,S,34.47,14.26,Female
1249,E-commerce,0,139.01,2025-06-13,467,Spain,3219,457,1,31.61,31.61,0.0,0.00%,0,31.61,2025-06-13,E-commerce,Website Banner,Bold Crew Tee,T-Shirts,Tiva,Black,M,31.61,12.75,Female
1249,E-commerce,0,139.01,2025-06-13,467,Spain,1162,221,2,53.7,53.7,0.0,0.00%,0,107.4,2025-06-13,E-commerce,Website Banner,Polished Silk Tee,T-Shirts,Tiva,Black,M,53.7,32.07,Female
125,App Mobile,0,391.31,2025-05-06,601,Germany,410,185,1,47.73,47.73,0.0,0.00%,0,47.73,2025-06-05,App Mobile,App Mobile,Vintage Linen Trousers,Pants,Tiva,Green,L,47.73,22.79,Female
125,App Mobile,0,391.31,2025-05-06,601,Germany,2575,366,3,58.34,58.34,0.0,0.00%,0,175.02,2025-06-05,App Mobile,App Mobile,Essential Wrap Trousers,Pants,Tiva,White,XS,58.34,30.09,Female
125,App Mobile,0,391.31,2025-05-06,601,Germany,444,309,4,42.14,42.14,0.0,0.00%,0,168.56,2025-06-05,App Mobile,App Mobile,Essential Ribbed Dress,Dresses,Tiva,Red,M,42.14,26.91,Female
1251,App Mobile,0,202.77,2025-04-30,662,Italy,998,273,1,50.72,50.72,0.0,0.00%,0,50.72,2025-04-30,App Mobile,App Mobile,Relaxed Crew Tee,T-Shirts,Tiva,White,M,50.72,33.48,Female
1251,App Mobile,0,202.77,2025-04-30,662,Italy,2204,431,5,30.41,30.41,0.0,0.00%,0,152.05,2025-04-30,App Mobile,App Mobile,Elegant Boxy Shoes,Shoes,Tiva,Blue,35,30.41,13.47,Female
1252,E-commerce,0,429.24,2025-04-29,986,Netherlands,2650,80,4,31.86,31.86,0.0,0.00%,0,127.44,2025-04-29,E-commerce,Website Banner,Classic Ribbed Dress,Dresses,Tiva,Black,S,31.86,13.85,Female
1252,E-commerce,0,429.24,2025-04-29,986,Netherlands,2609,111,5,60.36,60.36,0.0,0.00%,0,301.8,2025-04-29,E-commerce,Website Banner,Modern Sleeveless Trousers,Pants,Tiva,White,XS,60.36,29.39,Female
1253,E-commerce,0,289.93,2025-04-24,611,Spain,2878,174,1,26.41,26.41,0.0,0.00%,0,26.41,2025-04-24,E-commerce,Website Banner,Vintage Ribbed Set,Sleepwear,Tiva,Red,XL,26.41,12.36,Female
1253,E-commerce,0,289.93,2025-04-24,611,Spain,1600,332,4,65.88,65.88,0.0,0.00%,0,263.52,2025-04-24,E-commerce,Website Banner,Tailored Linen Dress,Dresses,Tiva,Blue,XL,65.88,41.33,Female
1254,App Mobile,0,492.02,2025-05-26,103,France,1498,312,3,43.84,43.84,0.0,0.00%,0,131.52,2025-05-26,App Mobile,App Mobile,Essential Satin Dress,Dresses,Tiva,Red,XL,43.84,18.57,Female
1254,App Mobile,0,492.02,2025-05-26,103,France,2723,310,5,72.1,72.1,0.0,0.00%,0,360.5,2025-05-26,App Mobile,App Mobile,Relaxed Ribbed Trousers,Pants,Tiva,Green,L,72.1,34.7,Female
1255,App Mobile,0,104.81,2025-04-16,464,Germany,2496,71,1,80.76,80.76,0.0,0.00%,0,80.76,2025-04-16,App Mobile,App Mobile,Modern Ribbed Trousers,Pants,Tiva,Red,XL,80.76,51.01,Female
1255,App Mobile,0,104.81,2025-04-16,464,Germany,1478,319,1,24.05,24.05,0.0,0.00%,0,24.05,2025-04-16,App Mobile,App Mobile,Essential Silk Dress,Dresses,Tiva,Red,M,24.05,10.75,Female
1256,App Mobile,0,211.32,2025-04-16,393,France,1226,442,1,53.27,53.27,0.0,0.00%,0,53.27,2025-04-16,App Mobile,App Mobile,Bold Ribbed Dress,Dresses,Tiva,White,XS,53.27,37.08,Female
1256,App Mobile,0,211.32,2025-04-16,393,France,3094,457,5,31.61,31.61,0.0,0.00%,0,158.05,2025-04-16,App Mobile,App Mobile,Bold Crew Tee,T-Shirts,Tiva,Black,M,31.61,12.75,Female
1257,E-commerce,0,420.75,2025-05-27,510,France,1920,204,2,39.2,39.2,0.0,0.00%,0,78.4,2025-05-27,E-commerce,Website Banner,Polished Boxy Dress,Dresses,Tiva,White,XS,39.2,26.25,Female
1257,E-commerce,0,420.75,2025-05-27,510,France,1617,474,5,68.47,68.47,0.0,0.00%,0,342.35,2025-05-27,E-commerce,Website Banner,Bold Cotton Shoes,Shoes,Tiva,Red,XS,68.47,45.69,Female
1258,App Mobile,0,436.16,2025-05-22,5,Spain,3190,383,4,66.38,66.38,0.0,0.00%,0,265.52,2025-05-22,App Mobile,App Mobile,Tailored Crew Set,Sleepwear,Tiva,Black,L,66.38,39.08,Female
1258,App Mobile,0,436.16,2025-05-22,5,Spain,2514,177,4,42.66,42.66,0.0,0.00%,0,170.64,2025-05-22,App Mobile,App Mobile,Vintage Cotton Set,Sleepwear,Tiva,Green,S,42.66,25.91,Female
1259,E-commerce,0,296.24,2025-04-15,762,Spain,2858,482,2,47.59,47.59,0.0,0.00%,0,95.18,2025-04-15,E-commerce,Website Banner,Dresses Drop 6,Dresses,Tiva,Blue,XL,47.59,28.97,Female
1259,E-commerce,0,296.24,2025-04-15,762,Spain,3297,315,3,67.02,67.02,0.0,0.00%,0,201.06,2025-04-15,E-commerce,Website Banner,Essential Sleeveless Tee,T-Shirts,Tiva,Blue,S,67.02,43.62,Female
126,E-commerce,0,484.47,2025-05-15,476,Germany,579,364,2,36.34,36.34,0.0,0.00%,0,72.68,2025-05-15,E-commerce,Website Banner,Tailored Satin Dress,Dresses,Tiva,White,XS,36.34,20.48,Female
126,E-commerce,0,484.47,2025-05-15,476,Germany,401,229,3,45.58,45.58,0.0,0.00%,0,136.74,2025-05-15,E-commerce,Website Banner,Polished Sleeveless Shoes,Shoes,Tiva,Red,36,45.58,30.43,Female
126,E-commerce,0,484.47,2025-05-15,476,Germany,2077,188,5,55.01,55.01,0.0,0.00%,0,275.05,2025-05-15,E-commerce,Website Banner,Polished Wrap Shoes,Shoes,Tiva,Green,38,55.01,31.17,Female
1262,E-commerce,0,345.74,2025-04-28,456,Italy,1975,472,3,59.9,59.9,0.0,0.00%,0,179.7,2025-04-28,E-commerce,Website Banner,Tailored Satin Trousers,Pants,Tiva,White,XL,59.9,41.39,Female
1262,E-commerce,0,345.74,2025-04-28,456,Italy,1941,289,4,41.51,41.51,0.0,0.00%,0,166.04,2025-04-28,E-commerce,Website Banner,Relaxed High-Waist Dress,Dresses,Tiva,White,XS,41.51,20.17,Female
1263,App Mobile,0,230.86,2025-04-22,974,Italy,1758,410,2,47.47,47.47,0.0,0.00%,0,94.94,2025-04-22,App Mobile,App Mobile,Elegant Satin Set,Sleepwear,Tiva,White,M,47.47,20.29,Female
1263,App Mobile,0,230.86,2025-04-22,974,Italy,541,430,4,33.98,33.98,0.0,0.00%,0,135.92,2025-04-22,App Mobile,App Mobile,Bold Linen Set,Sleepwear,Tiva,Green,XS,33.98,14.79,Female
1265,E-commerce,0,447.76,2025-05-21,116,Netherlands,1689,418,4,31.84,31.84,0.0,0.00%,0,127.36,2025-05-21,E-commerce,Website Banner,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female
1265,E-commerce,0,447.76,2025-05-21,116,Netherlands,287,469,5,64.08,64.08,0.0,0.00%,0,320.4,2025-05-21,E-commerce,Website Banner,Dresses Drop 1,Dresses,Tiva,Red,L,64.08,29.93,Female
1268,E-commerce,0,313.3,2025-05-18,767,Netherlands,1329,120,4,25.7,25.7,0.0,0.00%,0,102.8,2025-05-18,E-commerce,Website Banner,Modern Boxy Set,Sleepwear,Tiva,Green,S,25.7,14.44,Female
1268,E-commerce,0,313.3,2025-05-18,767,Netherlands,755,344,5,42.1,42.1,0.0,0.00%,0,210.5,2025-05-18,E-commerce,Website Banner,Tailored Silk Tee,T-Shirts,Tiva,Blue,XL,42.1,22.32,Female
1269,App Mobile,0,159.58,2025-06-14,930,Netherlands,1297,487,1,49.84,49.84,0.0,0.00%,0,49.84,2025-06-14,App Mobile,App Mobile,Bold High-Waist Shoes,Shoes,Tiva,Black,38,49.84,20.62,Female
1269,App Mobile,0,159.58,2025-06-14,930,Netherlands,1967,481,2,54.87,54.87,0.0,0.00%,0,109.74,2025-06-14,App Mobile,App Mobile,Bold Crew Shoes,Shoes,Tiva,Blue,40,54.87,32.31,Female
127,App Mobile,0,566.98,2025-04-13,490,Germany,759,63,1,58.67,58.67,0.0,0.00%,0,58.67,2025-04-13,App Mobile,App Mobile,Soft Crew Set,Sleepwear,Tiva,Green,XL,58.67,38.05,Female
127,App Mobile,0,566.98,2025-04-13,490,Germany,1584,11,4,51.09,51.09,0.0,0.00%,0,204.36,2025-04-13,App Mobile,App Mobile,Soft Ribbed Shoes,Shoes,Tiva,Green,38,51.09,20.75,Female
127,App Mobile,0,566.98,2025-04-13,490,Germany,1515,305,5,60.79,60.79,0.0,0.00%,0,303.95,2025-04-13,App Mobile,App Mobile,Relaxed Wrap Trousers,Pants,Tiva,Blue,L,60.79,37.56,Female
1270,App Mobile,0,295.25,2025-04-24,459,France,3012,132,4,46.9,46.9,0.0,0.00%,0,187.6,2025-04-24,App Mobile,App Mobile,Classic Crew Shoes,Shoes,Tiva,Black,XS,46.9,21.89,Female
1270,App Mobile,0,295.25,2025-04-24,459,France,1104,114,5,21.53,21.53,0.0,0.00%,0,107.65,2025-04-24,App Mobile,App Mobile,Classic Ribbed Shoes,Shoes,Tiva,White,36,21.53,13.83,Female
1271,E-commerce,0,314.71,2025-05-04,633,Spain,2393,20,3,45.42,45.42,0.0,0.00%,0,136.26,2025-04-05,E-commerce,Website Banner,Soft Crew Dress,Dresses,Tiva,White,XS,45.42,22.14,Female
1271,E-commerce,0,314.71,2025-05-04,633,Spain,1112,313,5,35.69,35.69,0.0,0.00%,0,178.45,2025-04-05,E-commerce,Website Banner,Relaxed Crew Set,Sleepwear,Tiva,Red,L,35.69,14.55,Female
1272,App Mobile,0,188.26,2025-04-15,254,Italy,2153,197,1,66.68,66.68,0.0,0.00%,0,66.68,2025-04-15,App Mobile,App Mobile,Polished Linen Shoes,Shoes,Tiva,Black,35,66.68,41.19,Female
1272,App Mobile,0,188.26,2025-04-15,254,Italy,3257,305,2,60.79,60.79,0.0,0.00%,0,121.58,2025-04-15,App Mobile,App Mobile,Relaxed Wrap Trousers,Pants,Tiva,Blue,L,60.79,37.56,Female
1273,App Mobile,0,286.62,2025-05-24,510,France,1615,456,2,39.09,39.09,0.0,0.00%,0,78.18,2025-05-24,App Mobile,App Mobile,Bold Sleeveless Dress,Dresses,Tiva,Blue,M,39.09,21.41,Female
1273,App Mobile,0,286.62,2025-05-24,510,France,2557,360,3,69.48,69.48,0.0,0.00%,0,208.44,2025-05-24,App Mobile,App Mobile,Tailored Boxy Tee,T-Shirts,Tiva,Green,M,69.48,39.79,Female
1275,App Mobile,0,323.54,2025-04-04,655,Italy,1788,426,2,51.97,51.97,0.0,0.00%,0,103.94,2025-04-04,App Mobile,App Mobile,Elegant High-Waist Dress,Dresses,Tiva,Black,M,51.97,29.36,Female
1275,App Mobile,0,323.54,2025-04-04,655,Italy,2101,277,5,43.92,43.92,0.0,0.00%,0,219.6,2025-04-04,App Mobile,App Mobile,Relaxed Boxy Tee,T-Shirts,Tiva,Blue,L,43.92,28.09,Female
1276,App Mobile,0,309.58,2025-06-05,704,Germany,2989,458,2,53.35,53.35,0.0,0.00%,0,106.7,2025-05-06,App Mobile,App Mobile,Bold Sleeveless Set,Sleepwear,Tiva,White,S,53.35,28.84,Female
1276,App Mobile,0,309.58,2025-06-05,704,Germany,2999,273,4,50.72,50.72,0.0,0.00%,0,202.88,2025-05-06,App Mobile,App Mobile,Relaxed Crew Tee,T-Shirts,Tiva,White,M,50.72,33.48,Female
1277,App Mobile,0,440.86,2025-06-05,277,Italy,549,79,3,63.22,63.22,0.0,0.00%,0,189.66,2025-05-06,App Mobile,App Mobile,Modern Satin Trousers,Pants,Tiva,Red,L,63.22,32.09,Female
1277,App Mobile,0,440.86,2025-06-05,277,Italy,1179,38,4,62.8,62.8,0.0,0.00%,0,251.2,2025-05-06,App Mobile,App Mobile,Soft Crew Tee,T-Shirts,Tiva,Red,XS,62.8,26.96,Female
128,E-commerce,0,282.19,2025-04-19,115,Germany,1150,75,1,52.83,52.83,0.0,0.00%,0,52.83,2025-04-19,E-commerce,Website Banner,Modern Linen Set,Sleepwear,Tiva,Green,M,52.83,32.33,Female
128,E-commerce,0,282.19,2025-04-19,115,Germany,1300,440,1,52.08,52.08,0.0,0.00%,0,52.08,2025-04-19,E-commerce,Website Banner,Bold Linen Shoes,Shoes,Tiva,Red,38,52.08,22.1,Female
128,E-commerce,0,282.19,2025-04-19,115,Germany,472,55,4,44.32,44.32,0.0,0.00%,0,177.28,2025-04-19,E-commerce,Website Banner,Modern Ribbed Tee,T-Shirts,Tiva,Red,XS,44.32,25.68,Female
1280,App Mobile,0,168.2,2025-04-23,647,France,1798,20,2,45.42,45.42,0.0,0.00%,0,90.84,2025-04-23,App Mobile,App Mobile,Soft Crew Dress,Dresses,Tiva,White,XS,45.42,22.14,Female
1280,App Mobile,0,168.2,2025-04-23,647,France,349,233,2,38.68,38.68,0.0,0.00%,0,77.36,2025-04-23,App Mobile,App Mobile,Relaxed Wrap Shoes,Shoes,Tiva,Black,36,38.68,22.17,Female
1281,App Mobile,0,140.28,2025-04-06,772,Spain,131,399,1,61.6,61.6,0.0,0.00%,0,61.6,2025-06-04,App Mobile,App Mobile,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,Female
1281,App Mobile,0,140.28,2025-04-06,772,Spain,70,178,2,39.34,39.34,0.0,0.00%,0,78.68,2025-06-04,App Mobile,App Mobile,Classic Boxy Trousers,Pants,Tiva,Black,XS,39.34,20.3,Female
1285,App Mobile,0,395.24,2025-05-31,581,Germany,3314,156,3,55.52,55.52,0.0,0.00%,0,166.56,2025-05-31,App Mobile,App Mobile,Vintage Crew Dress,Dresses,Tiva,Black,S,55.52,26.24,Female
1285,App Mobile,0,395.24,2025-05-31,581,Germany,1912,53,4,57.17,57.17,0.0,0.00%,0,228.68,2025-05-31,App Mobile,App Mobile,Soft Boxy Shoes,Shoes,Tiva,Black,XS,57.17,38.98,Female
1286,E-commerce,1,213.94,2025-06-06,628,France,1857,214,1,59.07,53.16,5.91,10.00%,1,53.16,2025-06-06,E-commerce,Website Banner,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,Female
1286,E-commerce,1,213.94,2025-06-06,628,France,2826,259,5,35.73,32.16,3.57,10.00%,1,160.78,2025-06-06,E-commerce,Website Banner,Polished Silk Trousers,Pants,Tiva,White,S,35.73,20.4,Female
129,App Mobile,0,442.47,2025-05-26,81,Germany,2680,449,2,46.9,46.9,0.0,0.00%,0,93.8,2025-05-26,App Mobile,App Mobile,Bold Satin Set,Sleepwear,Tiva,Green,L,46.9,24.05,Female
129,App Mobile,0,442.47,2025-05-26,81,Germany,805,78,3,59.21,59.21,0.0,0.00%,0,177.63,2025-05-26,App Mobile,App Mobile,Modern Ribbed Shoes,Shoes,Tiva,Green,35,59.21,25.0,Female
129,App Mobile,0,442.47,2025-05-26,81,Germany,2820,24,4,42.76,42.76,0.0,0.00%,0,171.04,2025-05-26,App Mobile,App Mobile,Soft High-Waist Dress,Dresses,Tiva,Green,S,42.76,21.8,Female
1290,E-commerce,0,152.54,2025-04-22,99,Spain,1576,414,1,35.2,35.2,0.0,0.00%,0,35.2,2025-04-22,E-commerce,Website Banner,Elegant Crew Set,Sleepwear,Tiva,Blue,XS,35.2,20.14,Female
1290,E-commerce,0,152.54,2025-04-22,99,Spain,1553,63,2,58.67,58.67,0.0,0.00%,0,117.34,2025-04-22,E-commerce,Website Banner,Soft Crew Set,Sleepwear,Tiva,Green,XL,58.67,38.05,Female
1291,E-commerce,0,101.64,2025-05-19,615,Portugal,382,61,1,50.88,50.88,0.0,0.00%,0,50.88,2025-05-19,E-commerce,Website Banner,Modern Satin Tee,T-Shirts,Tiva,Green,XL,50.88,26.28,Female
1291,E-commerce,0,101.64,2025-05-19,615,Portugal,728,51,2,25.38,25.38,0.0,0.00%,0,50.76,2025-05-19,E-commerce,Website Banner,Soft Satin Set,Sleepwear,Tiva,Green,XL,25.38,17.53,Female
1292,E-commerce,0,390.07,2025-04-21,338,Spain,876,5,3,36.84,36.84,0.0,0.00%,0,110.52,2025-04-21,E-commerce,Website Banner,Soft Wrap Trousers,Pants,Tiva,Blue,M,36.84,16.46,Female
1292,E-commerce,0,390.07,2025-04-21,338,Spain,2679,422,5,55.91,55.91,0.0,0.00%,0,279.55,2025-04-21,E-commerce,Website Banner,Elegant High-Waist Set,Sleepwear,Tiva,Green,M,55.91,35.61,Female
1294,E-commerce,0,249.28,2025-04-22,407,Italy,623,418,2,31.84,31.84,0.0,0.00%,0,63.68,2025-04-22,E-commerce,Website Banner,Elegant Crew Shoes,Shoes,Tiva,Blue,36,31.84,15.88,Female
1294,E-commerce,0,249.28,2025-04-22,407,Italy,1823,492,5,37.12,37.12,0.0,0.00%,0,185.6,2025-04-22,E-commerce,Website Banner,Tailored Crew Trousers,Pants,Tiva,Green,XL,37.12,21.75,Female
1295,E-commerce,0,275.39,2025-05-17,144,Germany,2302,266,2,61.67,61.67,0.0,0.00%,0,123.34,2025-05-17,E-commerce,Website Banner,Polished Crew Trousers,Pants,Tiva,Green,L,61.67,38.37,Female
1295,E-commerce,0,275.39,2025-05-17,144,Germany,469,431,5,30.41,30.41,0.0,0.00%,0,152.05,2025-05-17,E-commerce,Website Banner,Elegant Boxy Shoes,Shoes,Tiva,Blue,35,30.41,13.47,Female
1296,App Mobile,1,108.54,2025-05-18,331,Spain,2347,19,1,65.26,45.68,19.58,30.00%,1,45.68,2025-05-18,App Mobile,Social Media,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,Female
1296,App Mobile,1,108.54,2025-05-18,331,Spain,1487,128,2,44.9,31.43,13.47,30.00%,1,62.86,2025-05-18,App Mobile,Social Media,Classic Crew Tee,T-Shirts,Tiva,Green,XL,44.9,29.55,Female
1297,App Mobile,0,167.61,2025-04-29,14,Germany,3227,102,1,43.06,43.06,0.0,0.00%,0,43.06,2025-04-29,App Mobile,App Mobile,Classic Linen Tee,T-Shirts,Tiva,Green,S,43.06,25.45,Female
1297,App Mobile,0,167.61,2025-04-29,14,Germany,39,245,5,24.91,24.91,0.0,0.00%,0,124.55,2025-04-29,App Mobile,App Mobile,Relaxed Cotton Dress,Dresses,Tiva,Blue,L,24.91,10.08,Female
1298,E-commerce,0,115.34,2025-05-16,993,Germany,1923,241,1,29.82,29.82,0.0,0.00%,0,29.82,2025-05-16,E-commerce,Website Banner,Polished Ribbed Trousers,Pants,Tiva,Black,L,29.82,20.34,Female
1298,E-commerce,0,115.34,2025-05-16,993,Germany,2018,24,2,42.76,42.76,0.0,0.00%,0,85.52,2025-05-16,E-commerce,Website Banner,Soft High-Waist Dress,Dresses,Tiva,Green,S,42.76,21.8,Female
13,App Mobile,0,696.62,2025-04-16,253,France,2703,54,2,60.33,60.33,0.0,0.00%,0,120.66,2025-04-16,App Mobile,App Mobile,Modern Silk Dress,Dresses,Tiva,Blue,L,60.33,40.33,Female
13,App Mobile,0,696.62,2025-04-16,253,France,3276,284,4,81.79,81.79,0.0,0.00%,0,327.16,2025-04-16,App Mobile,App Mobile,Essential Cotton Shoes,Shoes,Tiva,White,35,81.79,35.02,Female
13,App Mobile,0,696.62,2025-04-16,253,France,2962,219,5,49.76,49.76,0.0,0.00%,0,248.8,2025-04-16,App Mobile,App Mobile,Polished Silk Shoes,Shoes,Tiva,Blue,40,49.76,29.6,Female
130,App Mobile,0,553.92,2025-04-05,962,Portugal,2365,133,3,53.05,53.05,0.0,0.00%,0,159.15,2025-05-04,App Mobile,App Mobile,Classic Sleeveless Tee,T-Shirts,Tiva,Blue,XL,53.05,23.13,Female
130,App Mobile,0,553.92,2025-04-05,962,Portugal,1042,96,4,39.03,39.03,0.0,0.00%,0,156.12,2025-05-04,App Mobile,App Mobile,Modern High-Waist Tee,T-Shirts,Tiva,Black,XL,39.03,21.39,Female
130,App Mobile,0,553.92,2025-04-05,962,Portugal,2988,185,5,47.73,47.73,0.0,0.00%,0,238.65,2025-05-04,App Mobile,App Mobile,Vintage Linen Trousers,Pants,Tiva,Green,L,47.73,22.79,Female
1300,E-commerce,0,303.0,2025-04-15,147,Germany,88,226,5,39.78,39.78,0.0,0.00%,0,198.9,2025-04-15,E-commerce,Website Banner,Polished Linen Set,Sleepwear,Tiva,Green,S,39.78,18.82,Female
1300,E-commerce,0,303.0,2025-04-15,147,Germany,516,334,5,20.82,20.82,0.0,0.00%,0,104.1,2025-04-15,E-commerce,Website Banner,Tailored Ribbed Dress,Dresses,Tiva,Black,M,20.82,9.05,Female
1303,E-commerce,0,287.88,2025-05-21,22,Germany,2955,308,4,43.27,43.27,0.0,0.00%,0,173.08,2025-05-21,E-commerce,Website Banner,Relaxed Linen Trousers,Pants,Tiva,Red,L,43.27,21.5,Female
1303,E-commerce,0,287.88,2025-05-21,22,Germany,2031,164,5,22.96,22.96,0.0,0.00%,0,114.8,2025-05-21,E-commerce,Website Banner,Vintage High-Waist Dress,Dresses,Tiva,Blue,M,22.96,12.87,Female
1304,App Mobile,0,88.35,2025-04-14,839,Germany,889,214,1,59.07,59.07,0.0,0.00%,0,59.07,2025-04-14,App Mobile,App Mobile,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,Female
1304,App Mobile,0,88.35,2025-04-14,839,Germany,3337,198,2,14.64,14.64,0.0,0.00%,0,29.28,2025-04-14,App Mobile,App Mobile,Polished Crew Dress,Dresses,Tiva,Blue,S,14.64,9.8,Female
1306,E-commerce,0,334.56,2025-06-15,188,France,2540,191,3,60.52,60.52,0.0,0.00%,0,181.56,2025-06-15,E-commerce,Website Banner,Polished Satin Dress,Dresses,Tiva,Blue,XS,60.52,25.9,Female
1306,E-commerce,0,334.56,2025-06-15,188,France,2889,255,3,51.0,51.0,0.0,0.00%,0,153.0,2025-06-15,E-commerce,Website Banner,Polished Satin Trousers,Pants,Tiva,Red,XL,51.0,22.99,Female
1308,E-commerce,0,254.26,2025-05-14,872,Netherlands,2922,122,2,24.8,24.8,0.0,0.00%,0,49.6,2025-05-14,E-commerce,Website Banner,Modern Boxy Trousers,Pants,Tiva,Green,XL,24.8,16.59,Female
1308,E-commerce,0,254.26,2025-05-14,872,Netherlands,2240,250,3,68.22,68.22,0.0,0.00%,0,204.66,2025-05-14,E-commerce,Website Banner,Relaxed Satin Shoes,Shoes,Tiva,Red,38,68.22,44.75,Female
1309,App Mobile,0,299.49,2025-04-19,131,Germany,1191,47,3,53.73,53.73,0.0,0.00%,0,161.19,2025-04-19,App Mobile,App Mobile,Soft High-Waist Tee,T-Shirts,Tiva,White,XS,53.73,26.52,Female
1309,App Mobile,0,299.49,2025-04-19,131,Germany,2617,261,3,46.1,46.1,0.0,0.00%,0,138.3,2025-04-19,App Mobile,App Mobile,Relaxed Cotton Tee,T-Shirts,Tiva,White,M,46.1,26.95,Female
131,E-commerce,0,625.66,2025-04-22,816,Netherlands,2596,228,2,46.89,46.89,0.0,0.00%,0,93.78,2025-04-22,E-commerce,Website Banner,Vintage Boxy Trousers,Pants,Tiva,Blue,L,46.89,24.29,Female
131,E-commerce,0,625.66,2025-04-22,816,Netherlands,1663,459,4,75.17,75.17,0.0,0.00%,0,300.68,2025-04-22,E-commerce,Website Banner,Bold High-Waist Dress,Dresses,Tiva,Green,XS,75.17,31.34,Female
131,E-commerce,0,625.66,2025-04-22,816,Netherlands,1902,83,4,57.8,57.8,0.0,0.00%,0,231.2,2025-04-22,E-commerce,Website Banner,Modern Sleeveless Tee,T-Shirts,Tiva,Blue,XS,57.8,28.86,Female
