gender,color,style,category
women,Gray,Solid,Dress
women,Gray,Solid,Coat
women,Gray,Solid,Skirt
women,Gray,Solid,Pants
women,Gray,Solid,Jeans
women,Gray,Solid,Jumpsuit
women,Gray,Striped,Top
women,Gray,Striped,T-Shirt
women,Gray,Striped,Shirt
women,Gray,Striped,Cardigan
women,Gray,Striped,Blazer
women,Gray,Striped,Sweatshirt
women,Gray,Striped,Vest
women,Gray,Striped,Jacket
women,Gray,Striped,Dress
women,Gray,Striped,Coat
women,Gray,Striped,Skirt
women,Gray,Striped,Pants
women,Gray,Striped,Jeans
women,Gray,Striped,Jumpsuit
women,Gray,Floral,Top
women,Gray,Floral,T-Shirt
women,Gray,Floral,Shirt
women,Gray,Floral,Cardigan
women,Gray,Floral,Blazer
women,Gray,Floral,Sweatshirt
women,Gray,Floral,Vest
women,Gray,Floral,Jacket
women,Gray,Floral,Dress
women,Gray,Floral,Coat
women,Gray,Floral,Skirt
women,Gray,Floral,Pants
women,Gray,Floral,Jeans
women,Gray,Floral,Jumpsuit
women,Gray,Plaid,Top
women,Gray,Plaid,T-Shirt
women,Gray,Plaid,Shirt
women,Gray,Plaid,Cardigan
women,Gray,Plaid,Blazer
women,Gray,Plaid,Sweatshirt
women,Gray,Plaid,Vest
women,Gray,Plaid,Jacket
women,Gray,Plaid,Dress
women,Gray,Plaid,Coat
women,Gray,Plaid,Skirt
women,Gray,Plaid,Pants
women,Gray,Plaid,Jeans
women,Gray,Plaid,Jumpsuit
women,Gray,Spotted,Top
women,Gray,Spotted,T-Shirt
women,Gray,Spotted,Shirt
women,Gray,Spotted,Cardigan
women,Gray,Spotted,Blazer
women,Gray,Spotted,Sweatshirt
women,Gray,Spotted,Vest
women,Gray,Spotted,Jacket
women,Gray,Spotted,Dress
women,Gray,Spotted,Coat
women,Gray,Spotted,Skirt
women,Gray,Spotted,Pants
women,Gray,Spotted,Jeans
women,Gray,Spotted,Jumpsuit
women,White,Solid,Top
women,White,Solid,T-Shirt
women,White,Solid,Shirt
women,White,Solid,Cardigan
women,White,Solid,Blazer
women,White,Solid,Sweatshirt
women,White,Solid,Vest
women,White,Solid,Jacket
women,White,Solid,Dress
women,White,Solid,Coat
women,White,Solid,Skirt
women,White,Solid,Pants
women,White,Solid,Jeans
women,White,Solid,Jumpsuit
women,White,Striped,Top
women,White,Striped,T-Shirt
women,White,Striped,Shirt
women,White,Striped,Cardigan
women,White,Striped,Blazer
women,White,Striped,Sweatshirt
women,White,Striped,Vest
women,White,Striped,Jacket
women,White,Striped,Dress
women,White,Striped,Coat
women,White,Striped,Skirt
women,White,Striped,Pants
women,White,Striped,Jeans
women,White,Striped,Jumpsuit
women,White,Floral,Top
women,White,Floral,T-Shirt
women,White,Floral,Shirt
women,White,Floral,Cardigan
women,White,Floral,Blazer
women,White,Floral,Sweatshirt
women,White,Floral,Vest
women,White,Floral,Jacket
women,White,Floral,Dress
women,White,Floral,Coat
women,White,Floral,Skirt
women,White,Floral,Pants
women,White,Floral,Jeans
women,White,Floral,Jumpsuit
women,White,Plaid,Top
women,White,Plaid,T-Shirt
women,White,Plaid,Shirt
women,White,Plaid,Cardigan
women,White,Plaid,Blazer
women,White,Plaid,Sweatshirt
women,White,Plaid,Vest
women,White,Plaid,Jacket
women,White,Plaid,Dress
women,White,Plaid,Coat
women,White,Plaid,Skirt
women,White,Plaid,Pants
women,White,Plaid,Jeans
women,White,Plaid,Jumpsuit
women,White,Spotted,Top
women,White,Spotted,T-Shirt
women,White,Spotted,Shirt
women,White,Spotted,Cardigan
women,White,Spotted,Blazer
women,White,Spotted,Sweatshirt
women,White,Spotted,Vest
women,White,Spotted,Jacket
women,White,Spotted,Dress
women,White,Spotted,Coat
women,White,Spotted,Skirt
women,White,Spotted,Pants
women,White,Spotted,Jeans
women,White,Spotted,Jumpsuit
women,Beige,Solid,Top
women,Beige,Solid,T-Shirt
women,Beige,Solid,Shirt
women,Beige,Solid,Cardigan
women,Beige,Solid,Blazer
women,Beige,Solid,Sweatshirt
women,Beige,Solid,Vest
women,Beige,Solid,Jacket
women,Beige,Solid,Dress
women,Beige,Solid,Coat
women,Beige,Solid,Skirt
women,Beige,Solid,Pants
women,Beige,Solid,Jeans
women,Beige,Solid,Jumpsuit
women,Beige,Striped,Top
women,Beige,Striped,T-Shirt
women,Beige,Striped,Shirt
women,Beige,Striped,Cardigan
women,Beige,Striped,Blazer
women,Beige,Striped,Sweatshirt
women,Beige,Striped,Vest
women,Beige,Striped,Jacket
women,Beige,Striped,Dress
women,Beige,Striped,Coat
women,Beige,Striped,Skirt
women,Beige,Striped,Pants
women,Beige,Striped,Jeans
women,Beige,Striped,Jumpsuit
women,Beige,Floral,Top
women,Beige,Floral,T-Shirt
women,Beige,Floral,Shirt
women,Beige,Floral,Cardigan
women,Beige,Floral,Blazer
women,Beige,Floral,Sweatshirt
women,Beige,Floral,Vest
women,Beige,Floral,Jacket
women,Beige,Floral,Dress
women,Beige,Floral,Coat
women,Beige,Floral,Skirt
women,Beige,Floral,Pants
women,Beige,Floral,Jeans
women,Beige,Floral,Jumpsuit
women,Beige,Plaid,Top
women,Beige,Plaid,T-Shirt
women,Beige,Plaid,Shirt
women,Beige,Plaid,Cardigan
women,Beige,Plaid,Blazer
women,Beige,Plaid,Sweatshirt
women,Beige,Plaid,Vest
women,Beige,Plaid,Jacket
women,Beige,Plaid,Dress
women,Beige,Plaid,Coat
women,Beige,Plaid,Skirt
women,Beige,Plaid,Pants
women,Beige,Plaid,Jeans
women,Beige,Plaid,Jumpsuit
women,Beige,Spotted,Top
women,Beige,Spotted,T-Shirt
women,Beige,Spotted,Shirt
women,Beige,Spotted,Cardigan
women,Beige,Spotted,Blazer
women,Beige,Spotted,Sweatshirt
women,Beige,Spotted,Vest
women,Beige,Spotted,Jacket
women,Beige,Spotted,Dress
women,Beige,Spotted,Coat
women,Beige,Spotted,Skirt
women,Beige,Spotted,Pants
women,Beige,Spotted,Jeans
women,Beige,Spotted,Jumpsuit
women,Orange,Solid,Top
women,Orange,Solid,T-Shirt
women,Orange,Solid,Shirt
women,Orange,Solid,Cardigan
women,Orange,Solid,Blazer
women,Orange,Solid,Sweatshirt
women,Orange,Solid,Vest
women,Orange,Solid,Jacket
women,Orange,Solid,Dress
women,Orange,Solid,Coat
women,Orange,Solid,Skirt
women,Orange,Solid,Pants
women,Orange,Solid,Jeans
women,Orange,Solid,Jumpsuit
women,Orange,Striped,Top
women,Orange,Striped,T-Shirt
women,Orange,Striped,Shirt
women,Orange,Striped,Cardigan
women,Orange,Striped,Blazer
women,Orange,Striped,Sweatshirt
women,Orange,Striped,Vest
women,Orange,Striped,Jacket
women,Orange,Striped,Dress
women,Orange,Striped,Coat
women,Orange,Striped,Skirt
women,Orange,Striped,Pants
women,Orange,Striped,Jeans
women,Orange,Striped,Jumpsuit
women,Orange,Floral,Top
women,Orange,Floral,T-Shirt
women,Orange,Floral,Shirt
women,Orange,Floral,Cardigan
women,Orange,Floral,Blazer
women,Orange,Floral,Sweatshirt
women,Orange,Floral,Vest
women,Orange,Floral,Jacket
women,Orange,Floral,Dress
women,Orange,Floral,Coat
women,Orange,Floral,Skirt
women,Orange,Floral,Pants
women,Orange,Floral,Jeans
women,Orange,Floral,Jumpsuit
women,Orange,Plaid,Top
women,Orange,Plaid,T-Shirt
women,Orange,Plaid,Shirt
women,Orange,Plaid,Cardigan
women,Orange,Plaid,Blazer
women,Orange,Plaid,Sweatshirt
women,Orange,Plaid,Vest
women,Orange,Plaid,Jacket
women,Orange,Plaid,Dress
women,Orange,Plaid,Coat
women,Orange,Plaid,Skirt
women,Orange,Plaid,Pants
women,Orange,Plaid,Jeans
women,Orange,Plaid,Jumpsuit
women,Orange,Spotted,Top
women,Orange,Spotted,T-Shirt
women,Orange,Spotted,Shirt
women,Orange,Spotted,Cardigan
women,Orange,Spotted,Blazer
women,Orange,Spotted,Sweatshirt
women,Orange,Spotted,Vest
women,Orange,Spotted,Jacket
women,Orange,Spotted,Dress
women,Orange,Spotted,Coat
women,Orange,Spotted,Skirt
women,Orange,Spotted,Pants
women,Orange,Spotted,Jeans
women,Orange,Spotted,Jumpsuit
women,Pink,Solid,Top
women,Pink,Solid,T-Shirt
women,Pink,Solid,Shirt
women,Pink,Solid,Cardigan
women,Pink,Solid,Blazer
women,Pink,Solid,Sweatshirt
women,Pink,Solid,Vest
women,Pink,Solid,Jacket
women,Pink,Solid,Dress
women,Pink,Solid,Coat
women,Pink,Solid,Skirt
women,Pink,Solid,Pants
women,Pink,Solid,Jeans
women,Pink,Solid,Jumpsuit
women,Pink,Striped,Top
women,Pink,Striped,T-Shirt
women,Pink,Striped,Shirt
women,Pink,Striped,Cardigan
women,Pink,Striped,Blazer
women,Pink,Striped,Sweatshirt
women,Pink,Striped,Vest
women,Pink,Striped,Jacket
women,Pink,Striped,Dress
women,Pink,Striped,Coat
women,Pink,Striped,Skirt
women,Pink,Striped,Pants
women,Pink,Striped,Jeans
women,Pink,Striped,Jumpsuit
women,Pink,Floral,Top
women,Pink,Floral,T-Shirt
women,Pink,Floral,Shirt
women,Pink,Floral,Cardigan
women,Pink,Floral,Blazer
women,Pink,Floral,Sweatshirt
women,Pink,Floral,Vest
women,Pink,Floral,Jacket
women,Pink,Floral,Dress
women,Pink,Floral,Coat
women,Pink,Floral,Skirt
women,Pink,Floral,Pants
women,Pink,Floral,Jeans
women,Pink,Floral,Jumpsuit
women,Pink,Plaid,Top
women,Pink,Plaid,T-Shirt
women,Pink,Plaid,Shirt
women,Pink,Plaid,Cardigan
women,Pink,Plaid,Blazer
women,Pink,Plaid,Sweatshirt
women,Pink,Plaid,Vest
women,Pink,Plaid,Jacket
women,Pink,Plaid,Dress
women,Pink,Plaid,Coat
women,Pink,Plaid,Skirt
women,Pink,Plaid,Pants
women,Pink,Plaid,Jeans
women,Pink,Plaid,Jumpsuit
women,Pink,Spotted,Top
women,Pink,Spotted,T-Shirt
women,Pink,Spotted,Shirt
women,Pink,Spotted,Cardigan
women,Pink,Spotted,Blazer
women,Pink,Spotted,Sweatshirt
women,Pink,Spotted,Vest
women,Pink,Spotted,Jacket
women,Pink,Spotted,Dress
women,Pink,Spotted,Coat
women,Pink,Spotted,Skirt
women,Pink,Spotted,Pants
women,Pink,Spotted,Jeans
women,Pink,Spotted,Jumpsuit
women,Red,Solid,Top
women,Red,Solid,T-Shirt
women,Red,Solid,Shirt
women,Red,Solid,Cardigan
women,Red,Solid,Blazer
women,Red,Solid,Sweatshirt
women,Red,Solid,Vest
women,Red,Solid,Jacket
women,Red,Solid,Dress
women,Red,Solid,Coat
women,Red,Solid,Skirt
women,Red,Solid,Pants
women,Red,Solid,Jeans
women,Red,Solid,Jumpsuit
women,Red,Striped,Top
women,Red,Striped,T-Shirt
women,Red,Striped,Shirt
women,Red,Striped,Cardigan
women,Red,Striped,Blazer
women,Red,Striped,Sweatshirt
women,Red,Striped,Vest
women,Red,Striped,Jacket
women,Red,Striped,Dress
women,Red,Striped,Coat
women,Red,Striped,Skirt
women,Red,Striped,Pants
women,Red,Striped,Jeans
women,Red,Striped,Jumpsuit
women,Red,Floral,Top
women,Red,Floral,T-Shirt
women,Red,Floral,Shirt
women,Red,Floral,Cardigan
women,Red,Floral,Blazer
women,Red,Floral,Sweatshirt
women,Red,Floral,Vest
women,Red,Floral,Jacket
women,Red,Floral,Dress
women,Red,Floral,Coat
women,Red,Floral,Skirt
women,Red,Floral,Pants
women,Red,Floral,Jeans
women,Red,Floral,Jumpsuit
women,Red,Plaid,Top
women,Red,Plaid,T-Shirt
women,Red,Plaid,Shirt
women,Red,Plaid,Cardigan
women,Red,Plaid,Blazer
women,Red,Plaid,Sweatshirt
women,Red,Plaid,Vest
women,Red,Plaid,Jacket
women,Red,Plaid,Dress
women,Red,Plaid,Coat
women,Red,Plaid,Skirt
women,Red,Plaid,Pants
women,Red,Plaid,Jeans
women,Red,Plaid,Jumpsuit
women,Red,Spotted,Top
women,Red,Spotted,T-Shirt
women,Red,Spotted,Shirt
women,Red,Spotted,Cardigan
women,Red,Spotted,Blazer
women,Red,Spotted,Sweatshirt
women,Red,Spotted,Vest
women,Red,Spotted,Jacket
women,Red,Spotted,Dress
women,Red,Spotted,Coat
women,Red,Spotted,Skirt
women,Red,Spotted,Pants
women,Red,Spotted,Jeans
women,Red,Spotted,Jumpsuit
women,Green,Solid,Top
women,Green,Solid,T-Shirt
women,Green,Solid,Shirt
women,Green,Solid,Cardigan
women,Green,Solid,Blazer
women,Green,Solid,Sweatshirt
women,Green,Solid,Vest
women,Green,Solid,Jacket
women,Green,Solid,Dress
women,Green,Solid,Coat
women,Green,Solid,Skirt
women,Green,Solid,Pants
women,Green,Solid,Jeans
women,Green,Solid,Jumpsuit
women,Green,Striped,Top
women,Green,Striped,T-Shirt
women,Green,Striped,Shirt
women,Green,Striped,Cardigan
women,Green,Striped,Blazer
women,Green,Striped,Sweatshirt
women,Green,Striped,Vest
women,Green,Striped,Jacket
women,Green,Striped,Dress
women,Green,Striped,Coat
women,Green,Striped,Skirt
women,Green,Striped,Pants
women,Green,Striped,Jeans
women,Green,Striped,Jumpsuit
women,Green,Floral,Top
women,Green,Floral,T-Shirt
women,Green,Floral,Shirt
women,Green,Floral,Cardigan
women,Green,Floral,Blazer
women,Green,Floral,Sweatshirt
women,Green,Floral,Vest
women,Green,Floral,Jacket
women,Green,Floral,Dress
women,Green,Floral,Coat
women,Green,Floral,Skirt
women,Green,Floral,Pants
women,Green,Floral,Jeans
women,Green,Floral,Jumpsuit
women,Green,Plaid,Top
women,Green,Plaid,T-Shirt
women,Green,Plaid,Shirt
women,Green,Plaid,Cardigan
women,Green,Plaid,Blazer
women,Green,Plaid,Sweatshirt
women,Green,Plaid,Vest
women,Green,Plaid,Jacket
women,Green,Plaid,Dress
women,Green,Plaid,Coat
women,Green,Plaid,Skirt
women,Green,Plaid,Pants
women,Green,Plaid,Jeans
women,Green,Plaid,Jumpsuit
women,Green,Spotted,Top
women,Green,Spotted,T-Shirt
women,Green,Spotted,Shirt
women,Green,Spotted,Cardigan
women,Green,Spotted,Blazer
women,Green,Spotted,Sweatshirt
women,Green,Spotted,Vest
women,Green,Spotted,Jacket
women,Green,Spotted,Dress
women,Green,Spotted,Coat
women,Green,Spotted,Skirt
women,Green,Spotted,Pants
women,Green,Spotted,Jeans
women,Green,Spotted,Jumpsuit
women,Brown,Solid,Top
women,Brown,Solid,T-Shirt
women,Brown,Solid,Shirt
women,Brown,Solid,Cardigan
women,Brown,Solid,Blazer
women,Brown,Solid,Sweatshirt
women,Brown,Solid,Vest
women,Brown,Solid,Jacket
women,Brown,Solid,Dress
women,Brown,Solid,Coat
women,Brown,Solid,Skirt
women,Brown,Solid,Pants
women,Brown,Solid,Jeans
women,Brown,Solid,Jumpsuit
women,Brown,Striped,Top
women,Brown,Striped,T-Shirt
women,Brown,Striped,Shirt
women,Brown,Striped,Cardigan
women,Brown,Striped,Blazer
women,Brown,Striped,Sweatshirt
women,Brown,Striped,Vest
women,Brown,Striped,Jacket
women,Brown,Striped,Dress
women,Brown,Striped,Coat
women,Brown,Striped,Skirt
women,Brown,Striped,Pants
women,Brown,Striped,Jeans
women,Brown,Striped,Jumpsuit
women,Brown,Floral,Top
women,Brown,Floral,T-Shirt
women,Brown,Floral,Shirt
women,Brown,Floral,Cardigan
women,Brown,Floral,Blazer
women,Brown,Floral,Sweatshirt
women,Brown,Floral,Vest
women,Brown,Floral,Jacket
women,Brown,Floral,Dress
women,Brown,Floral,Coat
women,Brown,Floral,Skirt
women,Brown,Floral,Pants
women,Brown,Floral,Jeans
women,Brown,Floral,Jumpsuit
women,Brown,Plaid,Top
women,Brown,Plaid,T-Shirt
women,Brown,Plaid,Shirt
women,Brown,Plaid,Cardigan
women,Brown,Plaid,Blazer
women,Brown,Plaid,Sweatshirt
women,Brown,Plaid,Vest
women,Brown,Plaid,Jacket
women,Brown,Plaid,Dress
women,Brown,Plaid,Coat
women,Brown,Plaid,Skirt
women,Brown,Plaid,Pants
women,Brown,Plaid,Jeans
women,Brown,Plaid,Jumpsuit
women,Brown,Spotted,Top
women,Brown,Spotted,T-Shirt
women,Brown,Spotted,Shirt
women,Brown,Spotted,Cardigan
women,Brown,Spotted,Blazer
women,Brown,Spotted,Sweatshirt
women,Brown,Spotted,Vest
women,Brown,Spotted,Jacket
women,Brown,Spotted,Dress
women,Brown,Spotted,Coat
women,Brown,Spotted,Skirt
women,Brown,Spotted,Pants
women,Brown,Spotted,Jeans
women,Brown,Spotted,Jumpsuit
women,Blue,Solid,Top
women,Blue,Solid,T-Shirt
women,Blue,Solid,Shirt
women,Blue,Solid,Cardigan
women,Blue,Solid,Blazer
women,Blue,Solid,Sweatshirt
women,Blue,Solid,Vest
women,Blue,Solid,Jacket
women,Blue,Solid,Dress
women,Blue,Solid,Coat
women,Blue,Solid,Skirt
women,Blue,Solid,Pants
women,Blue,Solid,Jeans
women,Blue,Solid,Jumpsuit
women,Blue,Striped,Top
women,Blue,Striped,T-Shirt
women,Blue,Striped,Shirt
women,Blue,Striped,Cardigan
women,Blue,Striped,Blazer
women,Blue,Striped,Sweatshirt
women,Blue,Striped,Vest
women,Blue,Striped,Jacket
women,Blue,Striped,Dress
women,Blue,Striped,Coat
women,Blue,Striped,Skirt
women,Blue,Striped,Pants
women,Blue,Striped,Jeans
women,Blue,Striped,Jumpsuit
women,Blue,Floral,Top
women,Blue,Floral,T-Shirt
women,Blue,Floral,Shirt
women,Blue,Floral,Cardigan
women,Blue,Floral,Blazer
women,Blue,Floral,Sweatshirt
women,Blue,Floral,Vest
women,Blue,Floral,Jacket
women,Blue,Floral,Dress
women,Blue,Floral,Coat
women,Blue,Floral,Skirt
women,Blue,Floral,Pants
women,Blue,Floral,Jeans
women,Blue,Floral,Jumpsuit
women,Blue,Plaid,Top
women,Blue,Plaid,T-Shirt
women,Blue,Plaid,Shirt
women,Blue,Plaid,Cardigan
women,Blue,Plaid,Blazer
women,Blue,Plaid,Sweatshirt
women,Blue,Plaid,Vest
women,Blue,Plaid,Jacket
women,Blue,Plaid,Dress
women,Blue,Plaid,Coat
women,Blue,Plaid,Skirt
women,Blue,Plaid,Pants
women,Blue,Plaid,Jeans
women,Blue,Plaid,Jumpsuit
women,Blue,Spotted,Top
women,Blue,Spotted,T-Shirt
women,Blue,Spotted,Shirt
women,Blue,Spotted,Cardigan
women,Blue,Spotted,Blazer
women,Blue,Spotted,Sweatshirt
women,Blue,Spotted,Vest
women,Blue,Spotted,Jacket
women,Blue,Spotted,Dress
women,Blue,Spotted,Coat
women,Blue,Spotted,Skirt
women,Blue,Spotted,Pants
women,Blue,Spotted,Jeans
women,Blue,Spotted,Jumpsuit
women,Yellow,Solid,Top
women,Yellow,Solid,T-Shirt
women,Yellow,Solid,Shirt
women,Yellow,Solid,Cardigan
women,Yellow,Solid,Blazer
women,Yellow,Solid,Sweatshirt
women,Yellow,Solid,Vest
women,Yellow,Solid,Jacket
women,Yellow,Solid,Dress
women,Yellow,Solid,Coat
women,Yellow,Solid,Skirt
women,Yellow,Solid,Pants
women,Yellow,Solid,Jeans
women,Yellow,Solid,Jumpsuit
women,Yellow,Striped,Top
women,Yellow,Striped,T-Shirt
women,Yellow,Striped,Shirt
women,Yellow,Striped,Cardigan
women,Yellow,Striped,Blazer
women,Yellow,Striped,Sweatshirt
women,Yellow,Striped,Vest
women,Yellow,Striped,Jacket
women,Yellow,Striped,Dress
women,Yellow,Striped,Coat
women,Yellow,Striped,Skirt
women,Yellow,Striped,Pants
women,Yellow,Striped,Jeans
women,Yellow,Striped,Jumpsuit
women,Yellow,Floral,Top
women,Yellow,Floral,T-Shirt
women,Yellow,Floral,Shirt
women,Yellow,Floral,Cardigan
women,Yellow,Floral,Blazer
women,Yellow,Floral,Sweatshirt
women,Yellow,Floral,Vest
women,Yellow,Floral,Jacket
women,Yellow,Floral,Dress
women,Yellow,Floral,Coat
women,Yellow,Floral,Skirt
women,Yellow,Floral,Pants
women,Yellow,Floral,Jeans
women,Yellow,Floral,Jumpsuit
women,Yellow,Plaid,Top
women,Yellow,Plaid,T-Shirt
women,Yellow,Plaid,Shirt
women,Yellow,Plaid,Cardigan
women,Yellow,Plaid,Blazer
women,Yellow,Plaid,Sweatshirt
women,Yellow,Plaid,Vest
women,Yellow,Plaid,Jacket
women,Yellow,Plaid,Dress
women,Yellow,Plaid,Coat
women,Yellow,Plaid,Skirt
women,Yellow,Plaid,Pants
women,Yellow,Plaid,Jeans
women,Yellow,Plaid,Jumpsuit
women,Yellow,Spotted,Top
women,Yellow,Spotted,T-Shirt
women,Yellow,Spotted,Shirt
women,Yellow,Spotted,Cardigan
women,Yellow,Spotted,Blazer
women,Yellow,Spotted,Sweatshirt
women,Yellow,Spotted,Vest
women,Yellow,Spotted,Jacket
women,Yellow,Spotted,Dress
women,Yellow,Spotted,Coat
women,Yellow,Spotted,Skirt
women,Yellow,Spotted,Pants
women,Yellow,Spotted,Jeans
women,Yellow,Spotted,Jumpsuit
women,Purple,Solid,Top
women,Purple,Solid,T-Shirt
women,Purple,Solid,Shirt
women,Purple,Solid,Cardigan
women,Purple,Solid,Blazer
women,Purple,Solid,Sweatshirt
women,Purple,Solid,Vest
women,Purple,Solid,Jacket
women,Purple,Solid,Dress
women,Purple,Solid,Coat
women,Purple,Solid,Skirt
women,Purple,Solid,Pants
women,Purple,Solid,Jeans
women,Purple,Solid,Jumpsuit
women,Purple,Striped,Top
women,Purple,Striped,T-Shirt
women,Purple,Striped,Shirt
women,Purple,Striped,Cardigan
women,Purple,Striped,Blazer
women,Purple,Striped,Sweatshirt
women,Purple,Striped,Vest
women,Purple,Striped,Jacket
women,Purple,Striped,Dress
women,Purple,Striped,Coat
women,Purple,Striped,Skirt
women,Purple,Striped,Pants
women,Purple,Striped,Jeans
women,Purple,Striped,Jumpsuit
women,Purple,Floral,Top
women,Purple,Floral,T-Shirt
women,Purple,Floral,Shirt
women,Purple,Floral,Cardigan
women,Purple,Floral,Blazer
women,Purple,Floral,Sweatshirt
women,Purple,Floral,Vest
women,Purple,Floral,Jacket
women,Purple,Floral,Dress
women,Purple,Floral,Coat
women,Purple,Floral,Skirt
women,Purple,Floral,Pants
women,Purple,Floral,Jeans
women,Purple,Floral,Jumpsuit
women,Purple,Plaid,Top
women,Purple,Plaid,T-Shirt
women,Purple,Plaid,Shirt
women,Purple,Plaid,Cardigan
women,Purple,Plaid,Blazer
women,Purple,Plaid,Sweatshirt
women,Purple,Plaid,Vest
women,Purple,Plaid,Jacket
women,Purple,Plaid,Dress
women,Purple,Plaid,Coat
women,Purple,Plaid,Skirt
women,Purple,Plaid,Pants
women,Purple,Plaid,Jeans
women,Purple,Plaid,Jumpsuit
women,Purple,Spotted,Top
women,Purple,Spotted,T-Shirt
women,Purple,Spotted,Shirt
women,Purple,Spotted,Cardigan
women,Purple,Spotted,Blazer
women,Purple,Spotted,Sweatshirt
women,Purple,Spotted,Vest
women,Purple,Spotted,Jacket
women,Purple,Spotted,Dress
women,Purple,Spotted,Coat
women,Purple,Spotted,Skirt
women,Purple,Spotted,Pants
women,Purple,Spotted,Jeans
women,Purple,Spotted,Jumpsuit
